The result for hurdat2-1851-2017-050118.txt is:

|     Strom name     ||      Storm ID      ||  Distance travel   ||  Mean propagation  ||  Max propagation   ||        TRSE        ||Max hurricane surface area|
|       KENNA        ||      EP142002      ||       1194.7       ||       12.36        ||       22.06        || 105200916.66666667 ||        N/A         |
|       LOWELL       ||      EP152002      ||      1277.71       ||        6.45        ||       13.06        ||     7514250.0      ||        N/A         |
|        HUKO        ||      CP032002      ||      1731.29       ||        6.87        ||       24.32        ||     50526000.0     ||        N/A         |
|        N/A         ||      EP162002      ||       447.21       ||        8.28        ||       10.84        ||     1207500.0      ||        N/A         |
|       ANDRES       ||      EP012003      ||      2368.51       ||       14.62        ||       18.88        ||     12037500.0     ||        N/A         |
|       BLANCA       ||      EP022003      ||       490.66       ||        2.73        ||        6.23        ||     7213500.0      ||        N/A         |
|       CARLOS       ||      EP032003      ||       430.1        ||        6.52        ||        8.31        ||     3367500.0      ||        N/A         |
|      DOLORES       ||      EP042003      ||       628.91       ||       10.48        ||       14.81        ||     1263750.0      ||        N/A         |
|      ENRIQUE       ||      EP052003      ||      1500.15       ||       11.36        ||       16.84        ||     7695000.0      ||        N/A         |
|      FELICIA       ||      EP062003      ||      2288.84       ||       14.13        ||       20.04        ||     5021250.0      ||        N/A         |
|     GUILLERMO      ||      EP072003      ||      1515.11       ||       10.98        ||       16.48        ||     8364000.0      ||        N/A         |
|       HILDA        ||      EP082003      ||      1184.82       ||       11.62        ||       17.62        ||     3147750.0      ||        N/A         |
|        N/A         ||      CP012003      ||      1610.93       ||       11.19        ||       22.52        ||     2523000.0      ||        N/A         |
|      IGNACIO       ||      EP092003      ||       527.16       ||        4.18        ||        6.7         ||     30049500.0     ||        N/A         |
|       JIMENA       ||      EP102003      ||      3141.96       ||        15.4        ||        19.5        ||     43169250.0     ||        N/A         |
|       KEVIN        ||      EP112003      ||       962.69       ||        5.94        ||       11.59        ||     2547750.0      ||        N/A         |
|       LINDA        ||      EP122003      ||      1046.57       ||        4.59        ||        9.69        ||     11356500.0     ||        N/A         |
|       MARTY        ||      EP132003      ||      1186.87       ||        6.8         ||       18.83        || 25343020.833333332 ||        N/A         |
|        NORA        ||      EP142003      ||      1026.65       ||        5.7         ||       23.56        ||     40762500.0     ||        N/A         |
|        OLAF        ||      EP152003      ||       776.65       ||        6.81        ||        9.74        ||     12614750.0     ||        N/A         |
|      PATRICIA      ||      EP162003      ||       981.1        ||        6.81        ||       12.37        ||     14980500.0     ||        N/A         |
|       AGATHA       ||      EP012004      ||       421.52       ||        4.39        ||       11.15        ||     3623250.0      ||        0.0         |
|        N/A         ||      EP022004      ||       635.82       ||        10.6        ||       12.15        ||      913500.0      ||        0.0         |
|        N/A         ||      CP012004      ||       657.18       ||       13.69        ||       20.01        ||      521250.0      ||        0.0         |
|        BLAS        ||      EP032004      ||      1588.02       ||        9.8         ||       18.02        ||     5733000.0      ||        0.0         |
|       CELIA        ||      EP042004      ||      1402.63       ||        8.06        ||       13.26        ||     17937750.0     ||       601.23       |
|       DARBY        ||      EP052004      ||      1759.22       ||       12.75        ||       15.44        ||     44454750.0     ||      2803.72       |
|        N/A         ||      EP062004      ||       105.65       ||        5.87        ||        8.79        ||      281250.0      ||        0.0         |
|      ESTELLE       ||      EP072004      ||      1389.77       ||        8.91        ||       14.47        ||     9567750.0      ||        0.0         |
|       FRANK        ||      EP082004      ||       779.95       ||        7.65        ||       11.82        ||     15015750.0     ||       601.23       |
|        N/A         ||      EP092004      ||       928.04       ||        8.59        ||       15.12        ||     1754250.0      ||        0.0         |
|     GEORGETTE      ||      EP102004      ||      2358.26       ||       12.28        ||       16.44        ||     9034500.0      ||        0.0         |
|       HOWARD       ||      EP112004      ||      2055.89       ||        7.97        ||       12.17        ||     69223500.0     ||      2404.91       |
|        ISIS        ||      EP122004      ||      1877.65       ||        6.14        ||       10.52        ||     17665500.0     ||       601.23       |
|       JAVIER       ||      EP132004      ||      1869.96       ||        8.42        ||       24.12        ||    173193000.0     ||      8083.16       |
|        KAY         ||      EP142004      ||       597.54       ||        9.05        ||       13.66        ||     1484250.0      ||        0.0         |
|       LESTER       ||      EP152004      ||       269.5        ||        6.42        ||        9.19        ||     1998750.0      ||        0.0         |
|        N/A         ||      EP162004      ||       451.3        ||       12.54        ||        15.2        ||      949250.0      ||        0.0         |
|       ADRIAN       ||      EP012005      ||       528.91       ||        6.78        ||        8.38        ||     9237000.0      ||       365.39       |
|      BEATRIZ       ||      EP022005      ||       859.27       ||        7.96        ||       13.01        ||     3339750.0      ||        0.0         |
|       CALVIN       ||      EP032005      ||      1672.73       ||        9.61        ||       15.93        ||     4260750.0      ||        0.0         |
|        DORA        ||      EP042005      ||       575.81       ||        8.72        ||       12.51        ||     2283000.0      ||        0.0         |
|       EUGENE       ||      EP052005      ||       790.84       ||        9.41        ||       13.11        ||     5164500.0      ||        0.0         |
|        ONE         ||      CP012005      ||       537.82       ||        9.96        ||        14.6        ||      706500.0      ||        0.0         |
|      FERNANDA      ||      EP062005      ||      1664.22       ||        8.67        ||       11.54        ||     36306750.0     ||      4275.39       |
|        GREG        ||      EP072005      ||       599.36       ||        5.55        ||       10.76        ||     5298750.0      ||        0.0         |
|       HILARY       ||      EP082005      ||      2061.05       ||       10.41        ||       16.49        ||     45250500.0     ||      1423.33       |
|       IRWIN        ||      EP092005      ||      1331.66       ||        6.73        ||       10.59        ||     4664250.0      ||        0.0         |
|        JOVA        ||      EP102005      ||      2605.25       ||        8.35        ||       14.91        ||    138270000.0     ||      2490.53       |
|      KENNETH       ||      EP112005      ||       2384.1       ||        6.21        ||       10.87        ||    140475750.0     ||      2404.91       |
|       LIDIA        ||      EP122005      ||       179.66       ||        4.99        ||        10.2        ||     1284750.0      ||        0.0         |
|        MAX         ||      EP132005      ||      1044.89       ||        8.71        ||        23.7        ||     15954750.0     ||      1068.85       |
|       NORMA        ||      EP142005      ||      1057.99       ||        5.51        ||        9.6         ||     7361250.0      ||        0.0         |
|        OTIS        ||      EP152005      ||       971.36       ||        5.4         ||       11.07        ||     29552250.0     ||      1068.85       |
|      SIXTEEN       ||      EP162005      ||      1143.46       ||        7.62        ||       11.92        ||     3390000.0      ||        0.0         |
|       ALETTA       ||      EP012006      ||       335.78       ||        3.73        ||        7.05        ||     3494250.0      ||        0.0         |
|        TWO         ||      EP022006      ||       248.29       ||        6.9         ||        9.8         ||      767250.0      ||        0.0         |
|        BUD         ||      EP032006      ||      2080.51       ||       13.34        ||       17.85        ||     46447500.0     ||      1354.57       |
|      CARLOTTA      ||      EP042006      ||      1805.77       ||        9.41        ||       15.26        ||     24330750.0     ||       915.39       |
|       DANIEL       ||      EP052006      ||      2603.49       ||        9.23        ||       16.35        ||    189672750.0     ||      5418.28       |
|       EMILIA       ||      EP062006      ||      1905.87       ||        7.94        ||        13.1        ||     14330250.0     ||        0.0         |
|       FABIO        ||      EP072006      ||      1713.32       ||       14.28        ||       16.76        ||     4441500.0      ||        0.0         |
|       GILMA        ||      EP082006      ||       588.0        ||        6.12        ||        9.05        ||     2034750.0      ||        0.0         |
|       HECTOR       ||      EP092006      ||      1884.43       ||        9.24        ||       13.96        ||     53831250.0     ||      2235.27       |
|        IOKE        ||      CP012006      ||      5433.07       ||       11.04        ||       40.61        ||    629725500.0     ||      16204.33      |
|       ILEANA       ||      EP102006      ||      1420.88       ||        7.64        ||       16.65        ||     60792000.0     ||      2404.91       |
|        JOHN        ||      EP112006      ||      1518.82       ||        8.44        ||       14.67        ||    104542250.0     ||       4436.7       |
|       KRISTY       ||      EP122006      ||      1339.57       ||        5.45        ||       12.49        ||     17896500.0     ||       524.12       |
|        LANE        ||      EP132006      ||       777.47       ||        8.57        ||        10.8        || 37125552.083333336 ||      1670.07       |
|       MIRIAM       ||      EP142006      ||       555.95       ||        4.41        ||        7.22        ||     3492750.0      ||        0.0         |
|        TWO         ||      CP022006      ||       2149.0       ||        9.68        ||       16.72        ||     2986500.0      ||        0.0         |
|       THREE        ||      CP032006      ||       397.07       ||        7.35        ||       10.06        ||      640500.0      ||        0.0         |
|       NORMAN       ||      EP152006      ||      1240.17       ||        7.66        ||       20.37        ||     4779000.0      ||        0.0         |
|       OLIVIA       ||      EP162006      ||      1027.95       ||        8.57        ||       14.43        ||     3208500.0      ||        0.0         |
|        FOUR        ||      CP042006      ||      1345.19       ||        6.23        ||       15.37        ||     3168000.0      ||        0.0         |
|        PAUL        ||      EP172006      ||       945.7        ||        7.88        ||       15.57        ||     24425250.0     ||      1245.56       |
|      EIGHTEEN      ||      EP182006      ||       314.19       ||        5.24        ||        9.63        ||      845250.0      ||        0.0         |
|        ROSA        ||      EP192006      ||       254.97       ||        4.25        ||        7.14        ||     1701000.0      ||        0.0         |
|       TWENTY       ||      EP202006      ||       85.51        ||        7.13        ||        8.06        ||      324000.0      ||        0.0         |
|       SERGIO       ||      EP212006      ||       624.28       ||        3.72        ||        6.78        ||     34638750.0     ||      1068.85       |
|       ALVIN        ||      EP012007      ||       1053.4       ||        4.18        ||        7.94        ||     5255250.0      ||        0.0         |
|      BARBARA       ||      EP022007      ||       406.85       ||        4.24        ||        6.41        ||     5570000.0      ||        0.0         |
|       THREE        ||      EP032007      ||       495.31       ||        5.9         ||       10.48        ||     1058250.0      ||        0.0         |
|        FOUR        ||      EP042007      ||       414.76       ||        8.64        ||       10.32        ||      909000.0      ||        0.0         |
|        FIVE        ||      EP052007      ||       451.28       ||       12.54        ||       13.11        ||      630750.0      ||        0.0         |
|       COSME        ||      EP062007      ||      3183.74       ||       12.94        ||       19.35        ||     12495000.0     ||       507.95       |
|       DALILA       ||      EP072007      ||      1353.46       ||        6.84        ||       11.39        ||     8581500.0      ||        0.0         |
|       ERICK        ||      EP082007      ||       305.89       ||        8.5         ||        9.81        ||     1353000.0      ||        0.0         |
|      FLOSSIE       ||      EP092007      ||      2097.18       ||       11.28        ||       13.91        ||    148097250.0     ||       2432.0       |
|        GIL         ||      EP102007      ||       898.27       ||        8.32        ||       11.38        ||     3711000.0      ||        0.0         |
|     HENRIETTE      ||      EP112007      ||      1437.82       ||        8.56        ||       16.34        ||     27799875.0     ||       628.32       |
|        IVO         ||      EP122007      ||       944.25       ||        5.83        ||       10.47        ||     20943000.0     ||       462.44       |
|      THIRTEEN      ||      EP132007      ||       688.23       ||        4.99        ||        11.2        ||     1651500.0      ||        0.0         |
|      JULIETTE      ||      EP142007      ||       994.95       ||        6.91        ||       11.06        ||     5839500.0      ||        0.0         |
|        KIKO        ||      EP152007      ||      1677.82       ||        5.71        ||       11.41        ||     15192000.0     ||        0.0         |
|        ALMA        ||      EP012008      ||       309.36       ||        8.59        ||        12.3        ||     2755250.0      ||        0.0         |
|       BORIS        ||      EP022008      ||      1840.19       ||        8.52        ||       11.67        ||     26795250.0     ||      3273.35       |
|      CRISTINA      ||      EP032008      ||       940.7        ||        7.47        ||        9.77        ||     4559250.0      ||        0.0         |
|      DOUGLAS       ||      EP042008      ||       679.91       ||        6.3         ||       11.14        ||     2412000.0      ||        0.0         |
|        FIVE        ||      EP052008      ||       316.57       ||        8.79        ||       11.95        ||      767250.0      ||        0.0         |
|       ELIDA        ||      EP062008      ||      3017.99       ||       12.57        ||       16.46        ||     48918750.0     ||       960.9        |
|       FAUSTO       ||      EP072008      ||      2049.06       ||       10.67        ||       20.72        ||     41979000.0     ||      3072.87       |
|     GENEVIEVE      ||      EP082008      ||       2346.9       ||       10.03        ||       16.08        ||     19325250.0     ||       601.23       |
|       HERNAN       ||      EP092008      ||      2383.29       ||        9.93        ||       13.98        ||     59518500.0     ||      2404.91       |
|        KIKA        ||      CP012008      ||       3198.1       ||       11.34        ||       20.12        ||     6285750.0      ||        0.0         |
|       ISELLE       ||      EP102008      ||      1374.63       ||        5.73        ||        10.4        ||     6361500.0      ||        0.0         |
|       JULIO        ||      EP112008      ||       702.49       ||        7.81        ||       14.07        ||     3927750.0      ||        0.0         |
|       KARINA       ||      EP122008      ||       250.14       ||        6.95        ||       11.21        ||     1026000.0      ||        0.0         |
|       LOWELL       ||      EP132008      ||       884.44       ||        7.37        ||        9.95        ||     6523500.0      ||        0.0         |
|       MARIE        ||      EP142008      ||      2308.37       ||        5.27        ||       14.67        ||     20454000.0     ||       706.86       |
|      NORBERT       ||      EP152008      ||      1646.63       ||        8.07        ||       20.06        ||     96688000.0     ||       3535.4       |
|       ODILE        ||      EP162008      ||      1067.83       ||        8.9         ||       13.07        ||     8064750.0      ||        0.0         |
|     SEVENTEEN      ||      EP172008      ||       876.5        ||        8.12        ||       12.56        ||     1800000.0      ||        0.0         |
|        POLO        ||      EP182008      ||       687.88       ||       11.46        ||       13.22        ||     2889000.0      ||        0.0         |
|        ONE         ||      EP012009      ||       310.49       ||        7.39        ||       12.53        ||      929250.0      ||        0.0         |
|       ANDRES       ||      EP022009      ||       511.09       ||        7.1         ||       10.45        ||     11703000.0     ||       601.23       |
|       BLANCA       ||      EP032009      ||      1166.82       ||        8.1         ||       11.97        ||     4779750.0      ||        0.0         |
|       CARLOS       ||      EP042009      ||      1476.83       ||        9.47        ||       14.15        ||     37516500.0     ||       823.45       |
|      DOLORES       ||      EP052009      ||      1832.76       ||       12.73        ||       16.41        ||     4482750.0      ||        0.0         |
|        LANA        ||      EP062009      ||      1336.28       ||       14.85        ||       17.37        ||     7021500.0      ||        0.0         |
|      ENRIQUE       ||      EP072009      ||      1314.29       ||       11.53        ||       15.86        ||     7695000.0      ||        0.0         |
|      FELICIA       ||      EP082009      ||      2034.23       ||       10.59        ||       13.71        ||    117934500.0     ||      2612.55       |
|        NINE        ||      EP092009      ||      1306.84       ||        9.08        ||       11.65        ||     3137250.0      ||        0.0         |
|        MAKA        ||      CP012009      ||       1944.7       ||        8.53        ||        14.7        ||     5773500.0      ||        0.0         |
|     GUILLERMO      ||      EP102009      ||      3366.58       ||       12.47        ||       17.53        ||     63286500.0     ||      2817.62       |
|       HILDA        ||      EP112009      ||      2635.66       ||       10.71        ||       16.53        ||     12438750.0     ||        0.0         |
|      IGNACIO       ||      EP122009      ||      1113.02       ||       11.59        ||       14.84        ||     4740000.0      ||        0.0         |
|       JIMENA       ||      EP132009      ||      1563.93       ||        7.67        ||       13.15        ||    154702125.0     ||      2785.05       |
|        TWO         ||      CP022009      ||      1443.58       ||        8.91        ||        16.6        ||     2221500.0      ||        0.0         |
|       KEVIN        ||      EP142009      ||      1525.74       ||        6.69        ||       12.83        ||     5304750.0      ||        0.0         |
|       LINDA        ||      EP152009      ||      1094.74       ||        5.07        ||        8.79        ||     19866750.0     ||      1854.25       |
|       MARTY        ||      EP162009      ||      1273.69       ||        7.32        ||       13.03        ||     4776750.0      ||        0.0         |
|        NORA        ||      EP172009      ||      1265.77       ||        7.03        ||        9.23        ||     5638500.0      ||        0.0         |
|        OLAF        ||      EP182009      ||       634.73       ||        8.82        ||       11.96        ||     2691000.0      ||        0.0         |
|      PATRICIA      ||      EP192009      ||       567.75       ||        6.31        ||        9.3         ||     5322750.0      ||        0.0         |
|        RICK        ||      EP202009      ||      1503.29       ||        10.3        ||       24.47        ||    155326750.0     ||      4550.45       |
|        NEKI        ||      CP032009      ||      1607.63       ||        8.12        ||       17.16        ||     61056000.0     ||      5728.38       |
|       AGATHA       ||      EP012010      ||       255.74       ||        5.99        ||        8.42        || 1555395.8333333333 ||        0.0         |
|        TWO         ||      EP022010      ||       78.62        ||        4.37        ||        5.69        ||      349500.0      ||        0.0         |
|        BLAS        ||      EP032010      ||      1307.93       ||        7.03        ||        13.6        ||     9275250.0      ||        0.0         |
|       CELIA        ||      EP042010      ||      1927.16       ||        6.55        ||        11.8        ||    139202250.0     ||      3701.19       |
|       DARBY        ||      EP052010      ||      1407.94       ||        6.34        ||        11.7        ||     57393375.0     ||      1068.85       |
|        SIX         ||      EP062010      ||      1064.28       ||       10.43        ||       16.44        ||     1707000.0      ||        0.0         |
|      ESTELLE       ||      EP072010      ||      1115.28       ||        7.44        ||       13.71        ||     8824500.0      ||        0.0         |
|       EIGHT        ||      EP082010      ||       481.77       ||        7.3         ||       11.17        ||     1098750.0      ||        0.0         |
|       FRANK        ||      EP092010      ||      1309.37       ||        7.53        ||       11.88        ||     31340250.0     ||       883.79       |
|        TEN         ||      EP102010      ||       344.18       ||        6.37        ||        7.48        ||      979500.0      ||        0.0         |
|       ELEVEN       ||      EP112010      ||       186.26       ||        7.76        ||        9.85        ||      477125.0      ||        0.0         |
|     GEORGETTE      ||      EP122010      ||       539.47       ||        8.99        ||        12.5        ||     2096250.0      ||        0.0         |
|       OMEKA        ||      CP012010      ||      1867.59       ||       11.53        ||       20.39        ||     7431750.0      ||        0.0         |
|       ADRIAN       ||      EP012011      ||      1226.85       ||        7.05        ||       10.67        ||     71931000.0     ||      2647.98       |
|      BEATRIZ       ||      EP022011      ||       678.85       ||        8.7         ||       16.53        ||     12109125.0     ||       477.86       |
|       CALVIN       ||      EP032011      ||      1335.24       ||        7.95        ||       14.76        ||     11177250.0     ||      1137.61       |
|        DORA        ||      EP042011      ||      1880.54       ||        9.79        ||       16.23        ||     93017250.0     ||       3843.6       |
|       EUGENE       ||      EP052011      ||      2680.34       ||       10.64        ||       13.31        ||     82396875.0     ||      3549.07       |
|      FERNANDA      ||      EP062011      ||      1652.13       ||        9.83        ||       12.73        ||     11171250.0     ||        0.0         |
|        GREG        ||      EP072011      ||       1658.1       ||       11.05        ||       21.96        ||     18654000.0     ||       876.12       |
|       EIGHT        ||      EP082011      ||       360.47       ||        7.51        ||        9.51        ||      851875.0      ||        0.0         |
|       HILARY       ||      EP092011      ||      2057.68       ||        7.0         ||       10.97        ||    197085000.0     ||      3293.82       |
|        JOVA        ||      EP102011      ||      1168.37       ||        6.71        ||       10.98        ||     75029250.0     ||      1160.78       |
|       IRWIN        ||      EP112011      ||      2081.23       ||        6.31        ||       14.62        ||     31908750.0     ||       462.44       |
|       TWELVE       ||      EP122011      ||       773.67       ||        5.16        ||        9.32        ||     2181750.0      ||        0.0         |
|      KENNETH       ||      EP132011      ||      1967.24       ||       10.93        ||       19.52        ||     65497500.0     ||      2293.21       |
|       ALETTA       ||      EP012012      ||       903.55       ||        6.02        ||        8.43        ||     5841000.0      ||        0.0         |
|        BUD         ||      EP022012      ||      1095.03       ||        7.6         ||        13.3        ||     38499750.0     ||      1638.26       |
|      CARLOTTA      ||      EP032012      ||       774.32       ||        9.22        ||       16.64        ||     16724000.0     ||      1827.15       |
|       DANIEL       ||      EP042012      ||      3047.75       ||        12.7        ||       18.49        ||     52992750.0     ||      1246.62       |
|       EMILIA       ||      EP052012      ||      3267.41       ||       12.66        ||       17.45        ||    103599750.0     ||      2096.48       |
|       FABIO        ||      EP062012      ||      1933.02       ||        8.26        ||        10.1        ||     50670750.0     ||      2235.27       |
|       GILMA        ||      EP072012      ||      1227.97       ||        6.4         ||        11.8        ||     18866250.0     ||       314.16       |
|       HECTOR       ||      EP082012      ||       1017.6       ||        4.85        ||       11.84        ||     6903000.0      ||        0.0         |
|       ILEANA       ||      EP092012      ||      2330.03       ||        8.44        ||       12.31        ||     27588750.0     ||       883.79       |
|        JOHN        ||      EP102012      ||       991.71       ||        8.7         ||       14.21        ||     2716500.0      ||        0.0         |
|       KRISTY       ||      EP112012      ||       1424.2       ||        7.42        ||        9.71        ||     9987750.0      ||        0.0         |
|        LANE        ||      EP122012      ||       817.51       ||        7.17        ||        9.76        ||     16638750.0     ||       463.56       |
|       MIRIAM       ||      EP132012      ||      1372.84       ||        5.32        ||        10.5        ||     49004250.0     ||      1670.07       |
|       NORMAN       ||      EP142012      ||       402.17       ||        8.38        ||       11.99        ||     1633500.0      ||        0.0         |
|       OLIVIA       ||      EP152012      ||       608.82       ||        6.34        ||       12.82        ||     6140250.0      ||        0.0         |
|        PAUL        ||      EP162012      ||      1113.18       ||       10.31        ||        20.7        ||     35699250.0     ||      1854.25       |
|        ROSA        ||      EP172012      ||       504.81       ||        3.24        ||        5.26        ||     8136000.0      ||        0.0         |
|       ALVIN        ||      EP012013      ||       905.4        ||       10.78        ||       13.99        ||     3420000.0      ||        0.0         |
|      BARBARA       ||      EP022013      ||       347.43       ||        6.36        ||       11.64        ||     5574000.0      ||       628.32       |
|       COSME        ||      EP032013      ||      2161.48       ||       12.42        ||       16.19        ||     18404250.0     ||      1461.55       |
|       DALILA       ||      EP042013      ||      1178.34       ||        4.91        ||        9.9         ||     20070750.0     ||      1068.85       |
|       ERICK        ||      EP052013      ||      1111.15       ||        8.82        ||       11.39        ||     19044750.0     ||       314.16       |
|      FLOSSIE       ||      EP062013      ||      2212.25       ||       16.76        ||       20.55        ||     12772500.0     ||        0.0         |
|        GIL         ||      EP072013      ||      1797.59       ||        9.66        ||       14.27        ||     25979250.0     ||       362.61       |
|     HENRIETTE      ||      EP082013      ||       2613.4       ||       10.89        ||       21.45        ||     51408750.0     ||      1068.85       |
|        PEWA        ||      CP012013      ||      2191.98       ||        8.91        ||       14.54        ||     18680250.0     ||       267.21       |
|       UNALA        ||      CP022013      ||      2405.03       ||       14.32        ||        18.7        ||     3402750.0      ||        0.0         |
|       THREE        ||      CP032013      ||      3941.09       ||       13.98        ||       23.41        ||     4422750.0      ||        0.0         |
|        IVO         ||      EP092013      ||       1176.5       ||        6.54        ||       11.68        ||     4625250.0      ||        0.0         |
|      JULIETTE      ||      EP102013      ||       802.14       ||       14.85        ||       22.58        ||     3605250.0      ||        0.0         |
|        KIKO        ||      EP112013      ||       576.68       ||        4.37        ||        7.04        ||     8269500.0      ||       441.15       |
|       LORENA       ||      EP122013      ||       667.19       ||        6.18        ||       12.94        ||     3799500.0      ||        0.0         |
|       MANUEL       ||      EP132013      ||       780.78       ||        5.21        ||       10.31        ||     14662500.0     ||       392.7        |
|       NARDA        ||      EP142013      ||       967.85       ||        7.01        ||       13.62        ||     6549000.0      ||        0.0         |
|       OCTAVE       ||      EP152013      ||       948.28       ||       12.16        ||       14.17        ||     6477750.0      ||        0.0         |
|     PRISCILLA      ||      EP162013      ||       875.02       ||        7.29        ||       10.69        ||     3359250.0      ||        0.0         |
|      RAYMOND       ||      EP172013      ||      1699.77       ||        5.78        ||        10.2        ||     80913000.0     ||       883.79       |
|       SONIA        ||      EP182013      ||       611.97       ||        8.5         ||       22.16        ||     2868500.0      ||        0.0         |
|       AMANDA       ||      EP012014      ||       690.12       ||        3.97        ||        8.85        ||    118719000.0     ||       960.9        |
|       BORIS        ||      EP022014      ||       275.1        ||        3.53        ||        5.07        ||     1949250.0      ||        0.0         |
|      CRISTINA      ||      EP032014      ||      1198.17       ||        4.99        ||        8.98        ||     73311750.0     ||       960.9        |
|      DOUGLAS       ||      EP042014      ||      1461.35       ||        5.94        ||       15.31        ||     8632500.0      ||        0.0         |
|       ELIDA        ||      EP052014      ||       209.74       ||        3.5         ||        6.99        ||     3225750.0      ||        0.0         |
|       FAUSTO       ||      EP062014      ||       862.21       ||       11.98        ||       16.32        ||     2367750.0      ||        0.0         |
|        WALI        ||      CP012014      ||       390.05       ||        8.13        ||       13.31        ||     1794000.0      ||        0.0         |
|     GENEVIEVE      ||      EP072014      ||      5320.84       ||       10.31        ||       25.67        ||    173538750.0     ||      6513.78       |
|       HERNAN       ||      EP082014      ||      1438.67       ||       11.42        ||       14.87        ||     10926750.0     ||       205.53       |
|       ISELLE       ||      EP092014      ||       2856.2       ||       10.79        ||       17.59        || 131507666.66666667 ||      2490.53       |
|       JULIO        ||      EP102014      ||      3668.97       ||        9.41        ||       15.89        ||    106943250.0     ||      2490.53       |
|       KARINA       ||      EP112014      ||      2936.62       ||        7.89        ||       15.21        ||     42350250.0     ||       267.21       |
|       LOWELL       ||      EP122014      ||       1924.5       ||        6.82        ||       12.01        ||     19479750.0     ||       6680.3       |
|       MARIE        ||      EP132014      ||      2693.76       ||        9.98        ||       14.98        ||    132116250.0     ||      5257.31       |
|      NORBERT       ||      EP142014      ||      1229.06       ||        6.02        ||       10.01        ||     56701500.0     ||      2296.08       |
|       ODILE        ||      EP152014      ||      1435.22       ||        6.99        ||       14.98        ||    78378968.75     ||      4918.18       |
|      SIXTEEN       ||      EP162014      ||      1282.92       ||        8.91        ||       16.35        ||     3751500.0      ||        0.0         |
|        POLO        ||      EP172014      ||      1804.58       ||        6.99        ||       11.23        ||     21351000.0     ||       463.56       |
|       RACHEL       ||      EP182014      ||      1222.78       ||        5.66        ||       12.99        ||     25005000.0     ||       883.79       |
|       SIMON        ||      EP192014      ||      1612.77       ||        7.91        ||       12.38        ||     46860000.0     ||       960.9        |
|        ANA         ||      CP022014      ||      3408.11       ||       10.72        ||       41.69        ||     53860500.0     ||      1051.77       |
|       TRUDY        ||      EP202014      ||       219.44       ||        5.14        ||        7.24        ||     2661062.5      ||        0.0         |
|       VANCE        ||      EP212014      ||      1345.15       ||        8.62        ||       13.41        ||     42922500.0     ||       883.79       |
|       ANDRES       ||      EP012015      ||      1440.24       ||        6.15        ||       11.22        ||    113754750.0     ||      2646.26       |
|       BLANCA       ||      EP022015      ||      1388.61       ||        6.55        ||       15.72        || 119427395.83333334 ||      4982.25       |
|       CARLOS       ||      EP032015      ||       881.53       ||        4.9         ||       11.01        ||     36844500.0     ||      1068.85       |
|        ELA         ||      EP042015      ||      1259.38       ||       10.49        ||       16.87        ||     3645000.0      ||        0.0         |
|       HALOLA       ||      CP012015      ||      4603.22       ||        9.71        ||       15.46        ||     88699500.0     ||      2002.52       |
|        IUNE        ||      CP022015      ||      1709.64       ||        8.38        ||       11.71        ||     3724500.0      ||        0.0         |
|      DOLORES       ||      EP052015      ||      2127.35       ||        8.06        ||       13.44        ||     74775000.0     ||      1556.56       |
|      ENRIQUE       ||      EP062015      ||       1206.7       ||        5.44        ||        9.76        ||     7563000.0      ||        0.0         |
|      FELICIA       ||      EP072015      ||       988.67       ||        7.85        ||       11.02        ||     2202000.0      ||        0.0         |
|       EIGHT        ||      EP082015      ||      1143.01       ||        12.7        ||        15.4        ||     2088750.0      ||        0.0         |
|     GUILLERMO      ||      EP092015      ||      3305.26       ||       11.24        ||       20.69        ||     65667750.0     ||      2012.38       |
|       HILDA        ||      EP102015      ||       1827.3       ||        8.7         ||       14.61        ||     98217750.0     ||       883.79       |
|       ELEVEN       ||      EP112015      ||      1298.97       ||       13.53        ||       17.72        ||     1675500.0      ||        0.0         |
|        KILO        ||      CP032015      ||      4818.55       ||        8.28        ||       24.22        ||    211378500.0     ||      8077.16       |
|        LOKE        ||      CP042015      ||      1895.67       ||       10.19        ||       31.61        ||     17389500.0     ||       353.43       |
|      IGNACIO       ||      EP122015      ||      4196.47       ||        11.1        ||       35.42        ||    146125500.0     ||      4242.03       |
|       JIMENA       ||      EP132015      ||      3340.75       ||        8.98        ||       17.21        ||    256104750.0     ||      4956.83       |
|       KEVIN        ||      EP142015      ||       856.45       ||        6.49        ||        9.42        ||     6625500.0      ||        0.0         |
|       LINDA        ||      EP152015      ||      1563.07       ||        6.51        ||       12.47        ||     55540500.0     ||      1963.25       |
|       MALIA        ||      CP052015      ||      1308.07       ||        9.48        ||       15.06        ||     4820250.0      ||        0.0         |
|      SIXTEEN       ||      EP162015      ||       304.37       ||       13.63        ||       18.13        ||      603000.0      ||        0.0         |
|       NIALA        ||      CP062015      ||      1160.23       ||        6.45        ||        9.54        ||     8456250.0      ||        0.0         |
|       MARTY        ||      EP172015      ||       428.63       ||        4.2         ||        6.49        ||     14046750.0     ||       540.67       |
|        OHO         ||      CP072015      ||      3790.13       ||       17.07        ||       81.37        ||     39697500.0     ||      28981.19      |
|       EIGHT        ||      CP082015      ||       698.1        ||        6.46        ||       16.64        ||     2233500.0      ||        0.0         |
|        NORA        ||      EP182015      ||       1409.3       ||        9.03        ||       14.89        ||     12449250.0     ||        0.0         |
